        1096
       1       7       1    199.01039192      4.62462656      0.10000000
       1       9       1    806.79473495     81.02496443      0.10000000
       1      34       1   1020.00196992     77.73489211      0.10000000
       1      36       1   1320.04047820     77.30326382      0.10000000
       1      37       1   1314.92375182     66.55319209      0.10000000
       1      38       1   1356.55377243     63.25107805      0.10000000
       1      43       1    451.41265919    112.26076394      0.10000000
       1      44       1    478.27677680    114.62371773      0.10000000
       1      45       1    458.56880247    110.66937034      0.10000000
       1      47       1    451.04984988    109.15258282      0.10000000
       1     110       1    352.20404841     97.68123327      0.10000000
       1     150       1    331.42661988    141.98601288      0.10000000
       1     208       1    175.14615000    140.48059575      0.10000000
       2       9       1    274.78360321     72.45396950      0.10000000
       2      36       1    785.20640774     71.53397706      0.10000000
       2      37       1    792.84788669     59.29075162      0.10000000
       2      43       1    226.19752150    144.88904861      0.10000000
       2      44       1    228.49372736    142.56436147      0.10000000
       2      46       1    254.37844318    141.02638302      0.10000000
       2      47       1    270.03626368    145.01336109      0.10000000
       2      48       1    278.89716721    141.37214801      0.10000000
       2     110       1    196.59834700     70.54100602      0.10000000
       2     208       1    422.87944477     94.75137313      0.10000000
       3       9       1    395.70839177     80.72271600      0.10000000
       3      34       1    179.87981998    105.13292516      0.10000000
       3      36       1    211.56682208     29.06324969      0.10000000
       3      37       1    243.81335485     28.58545274      0.10000000
       3      38       1    310.49893180     22.66316869      0.10000000
       3      39       1    328.49813123      6.48611230      0.10000000
       3      40       1    369.57699903      2.93737505      0.10000000
       3      41       1    285.39840539      1.99802397      0.10000000
       3      74       1    403.98329220      2.27040150      0.10000000
       3      75       1    408.78039077      3.80734300      0.10000000
       4       1       1    200.08724428     21.48195813      0.10000000
       4       2       1    441.79808188     80.21401047      0.10000000
       4       5       1    868.88145565      9.07537808      0.10000000
       4       7       1    392.21409191     10.44411866      0.10000000
       4      54       1     73.45728532     82.88798428      0.10000000
       4      55       1     94.17123020     77.11739568      0.10000000
       4      56       1    147.60370291     75.24384891      0.10000000
       4      57       1    187.27616476     72.01205495      0.10000000
       4      58       1     97.01275066     35.98974986      0.10000000
       4      59       1    114.26081809     13.73394607      0.10000000
       4      61       1    122.62333499     14.15609947      0.10000000
       4      62       1    139.06805210     23.01469713      0.10000000
       4      65       1    237.25015390     65.55147097      0.10000000
       4      66       1    209.56784837      4.64849324      0.10000000
       4      67       1    194.50467961     33.71136827      0.10000000
       4      69       1    154.52979633     66.21439589      0.10000000
       4      70       1    231.19885019     66.95254811      0.10000000
       4      73       1    227.91767609     93.20037537      0.10000000
       4     130       1    720.31100276     17.73263134      0.10000000
       4     140       1    304.86061025      8.66864595      0.10000000
       4     142       1    444.19663045     36.77750868      0.10000000
       4     144       1    434.63077458     54.11034308      0.10000000
       4     145       1    196.71328692     52.99282648      0.10000000
       4     146       1    349.67044545     49.62780450      0.10000000
       4     147       1    350.65709656     60.83091310      0.10000000
       4     148       1    267.17165109     62.30880130      0.10000000
       4     149       1    209.08517119     82.66429166      0.10000000
       4     150       1    136.19021235    131.27230404      0.10000000
       5      34       1   1019.02330043    104.33978618      0.10000000
       5      34       2   1053.01515979    164.51394247      0.10000000
       5      34       3   1063.49045378    163.92361830      0.10000000
       5      41       1   1058.61927238    102.91406920      0.10000000
       5      48       1    950.82854995    173.05848177      0.10000000
       5     110       1    716.68260920    162.71510017      0.10000000
       5     150       1    947.85684504    163.53430320      0.10000000
       6       3       1   1139.85289440     98.83635118      0.10000000
       6       5       1    284.15222811     38.88083002      0.10000000
       6       7       1    280.29962205    119.25037013      0.10000000
       6       9       1    764.42115277    120.43953178      0.10000000
       6      16       1    734.95057888     85.64508765      0.10000000
       6      17       1    818.15432274     76.50328016      0.10000000
       6      18       1    805.79399285     71.56157295      0.10000000
       6      20       1    724.15465453     83.11474782      0.10000000
       6      25       1    783.53670117     83.77584174      0.10000000
       6      27       1    788.77456386     79.75807124      0.10000000
       6      30       1    840.82571636     77.32254230      0.10000000
       6      32       1    703.04758991     78.14283494      0.10000000
       6      43       1    673.01735988    164.80744096      0.10000000
       6      44       1    696.34890826    163.74830462      0.10000000
       6      45       1    692.57604676    168.96700210      0.10000000
       6      49       1   1166.25312925     97.82646953      0.10000000
       6      50       1   1141.16036266    105.51273747      0.10000000
       6      53       1    591.30895873    176.79291909      0.10000000
       6      54       1    590.17241561    168.56802323      0.10000000
       6      55       1    576.11497097    169.48268043      0.10000000
       6      56       1    580.01141903    175.49161569      0.10000000
       6      57       1    576.22843541    177.78735224      0.10000000
       6      60       1    488.92979223    166.83420552      0.10000000
       6      61       1    474.29244024    159.51098948      0.10000000
       6      62       1    459.89655643    164.18168079      0.10000000
       6      63       1    450.17632915    172.33963790      0.10000000
       6      64       1    444.57174041    168.07615871      0.10000000
       6      67       1    416.04820457    176.52966885      0.10000000
       6      69       1    521.51345469    173.81225588      0.10000000
