        1208
       1       7       1    212.53821687     13.57109983      0.10000000
       1       9       1    782.96620199     84.21384527      0.10000000
       1       9       2    801.85343982    103.60023192      0.10000000
       1       9       3    804.23538101     99.31389135      0.10000000
       1      34       1   1011.32382808     86.46994106      0.10000000
       1      34       2   1023.48525285     96.20658680      0.10000000
       1      34       3   1023.05145764     93.99081764      0.10000000
       1      36       1   1273.47611290     84.15198547      0.10000000
       1      36       2   1282.79403810     82.85437432      0.10000000
       1      36       3   1284.24145960     83.40104409      0.10000000
       1      37       1   1264.25824440     75.56381577      0.10000000
       1      37       2   1274.52103562     74.74010776      0.10000000
       1      37       3   1271.33175426     75.26848476      0.10000000
       1      37       4   1402.67467265     94.73753325      0.10000000
       1      37       5   1401.88980516    100.31834097      0.10000000
       1      38       1   1305.59872531     57.87642155      0.10000000
       1      38       2   1309.47325929     57.25899230      0.10000000
       1      38       3   1311.76572665     57.52856145      0.10000000
       1      38       4   1395.00886816    107.34883968      0.10000000
       1      38       5   1417.04832877     78.60066911      0.10000000
       1      43       1    446.40975829    132.53526301      0.10000000
       1      44       1    474.83924100    130.56029816      0.10000000
       1      45       1    459.95771053    138.44073337      0.10000000
       1      47       1    464.02572920    143.20810977      0.10000000
       1     110       1    336.25370314     88.19644360      0.10000000
       1     150       1    349.64523684    131.23568225      0.10000000
       1     208       1    185.89636177    146.12675144      0.10000000
       2       9       1    252.63448563     82.20564189      0.10000000
       2      36       1    752.70185440     81.36201765      0.10000000
       2      37       1    744.16029245     74.72523844      0.10000000
       2      43       1    221.26525241    103.98367478      0.10000000
       2      44       1    213.33451422    113.31650612      0.10000000
       2      46       1    230.61935055    112.80233154      0.10000000
       2      47       1    249.88701299    108.31779159      0.10000000
       2      48       1    251.75669156    112.76824134      0.10000000
       2     110       1    202.24018738     69.76302245      0.10000000
       2     208       1    420.21762939    104.04235632      0.10000000
       3       9       1    407.37869771     92.00782779      0.10000000
       3      34       1    184.14021037     93.55621548      0.10000000
       3      36       1    197.63445533     28.78611290      0.10000000
       3      37       1    235.31770314     27.25795127      0.10000000
       3      38       1    308.01758809     42.67631205      0.10000000
       3      39       1    320.59985914     18.00307792      0.10000000
       3      40       1    351.86967656     12.27390182      0.10000000
       3      41       1    272.70779525      5.38012245      0.10000000
       3      74       1    372.65064906      1.97354650      0.10000000
       3      75       1    386.59958636     12.99071273      0.10000000
       4       1       1    212.56654395     28.10674873      0.10000000
       4       2       1    454.16950114     79.81412634      0.10000000
       4       5       1    823.07688581     12.39629055      0.10000000
       4       7       1    399.61295691      7.19672327      0.10000000
       4      54       1     79.64566263     78.94553902      0.10000000
       4      55       1     95.48939873     74.17620572      0.10000000
       4      56       1    150.22557634     79.88321032      0.10000000
       4      57       1    191.29023015     82.40676533      0.10000000
       4      58       1    103.18639335     27.50921485      0.10000000
